"","RCAN3","EPS8L3","ACP6","FAM189B","TPR","C4BPA","HHAT","LPGAT1","RPS6KC1","MTR","SLC25A16","PSAP","FRAT2","EIF3A","ZBTB3","NAA40","EHBP1L1","TMEM135","MMP1","CYP27B1","MDM1","SLC35E3","IFT88","UBL3","NAA16","ATP7B","CDC16","GTF2A1","RFX7","PIAS1","CALML4","ABAT","AMFR","RAP1GAP2","KRT12","HOXB5","SPATA20","MBTD1","NAPG","IMPACT","POLI","KDSR","VPS4B","CIRBP","CEACAM7","ZNF226","ZNF587","MZF1","LTBP1","DYNC2LI1","MTIF2","ALMS1","TTC31","TBC1D8","MFSD9","RAB22A","SLC2A11","BAIAP2L2","CBX7","GRAMD4","DENND6B","ROBO1","TFDP2","RSRC1","SEC62","KLHL24","UBXN7","DCAF16","LIAS","GALNT7","DCTD","ANKRA2","RHOBTB3","KIF3A","SMAD5","TRIM52","ATXN1","DDX43","PEX7","GPNMB","KRIT1","KCND2","TMEM209","DDHD2","ERMP1","MLLT3","PLAA","IFT74","UBAP2","XPA","GNL3L","ARHGEF9","APOOL","MBNL3"
"Series2_A549_SARS.CoV.2_2",5.7268477475872,4.4188406077966,6.1246833908942,6.77650699237218,8.46337038471873,2.70805020110221,5.16478597392351,7.95822719232231,6.36302810354046,6.94793706861497,5.08140436498446,10.190431852901,5.53733426701854,9.10764297373784,4.35670882668959,6.84161547647759,7.81237820598861,6.24222326545517,1.79175946922805,3.76120011569356,5.88887795833288,5.97380961186926,5.88887795833288,5.81413053182507,5.29330482472449,5.56452040732269,7.14124512235049,6.17170059741091,6.63856778916652,6.62273632394984,5.71373280550937,3.2188758248682,7.86940171257709,6.67959918584438,2.70805020110221,4.70953020131233,8.38068594676157,5.78074351579233,5.78689738136671,6.07534603108868,5.39362754635236,6.51767127291227,6.52356230614951,7.2211050981825,1.09861228866811,5.91620206260743,6.22257626807137,6.22455842927536,6.96790920180188,5.85793315448346,7.36897040219479,6.38519439899773,6.8351845861473,8.18813341451048,5.92692602597041,6.47543271670409,4.94875989037817,5.47227067367148,5.49306144334055,6.11368217983223,4.74493212836325,6.75227037614174,6.64768837356333,6.29341927884648,7.77233157516961,5.28826703069454,5.78689738136671,5.53733426701854,5.34233425196481,7.21303165983487,7.40974195408092,5.72358510195238,5.94542060860658,6.1527326947041,6.70196036600254,5.48479693349065,5.40267738187228,1.09861228866811,4.81218435537242,3.49650756146648,6.65544035036765,0,6.14846829591765,7.13089883029635,7.56475701290573,6.6631326959908,6.72383244082121,6.36302810354046,7.36960072052641,5.40717177146012,7.2591161280971,6.05208916892442,5.74939298590825,0
"Series2_A549_SARS.CoV.2_3",5.36597601502185,3.8286413964891,5.80211837537706,6.48463523563525,8.15277405274407,2.30258509299405,4.93447393313069,7.74586822979227,6.06378520868761,6.65929391968364,5.03695260241363,9.89358872035688,5.29330482472449,8.82849412946665,4.00733318523247,6.60123011872888,7.60439634879634,6.00141487796115,1.94591014905531,3.98898404656427,5.49306144334055,5.75574221358691,5.65599181081985,5.61677109766657,5.2040066870768,5.27811465923052,6.90775527898214,5.80814248998044,6.4723462945009,6.3750248198281,5.52545293913178,2.484906649788,7.64683139143048,6.46458830368996,1.79175946922805,4.49980967033027,8.09651291750159,5.48063892334199,5.68697535633982,5.7268477475872,5.40267738187228,6.34738920965601,6.3026189757449,6.92559519711047,1.79175946922805,5.63478960316925,5.98141421125448,5.98645200528444,6.67582322163485,5.4510384535657,7.05358572719368,6.04263283368238,6.49223983502047,7.94661756324447,5.83188247728352,6.28785856016178,4.62497281328427,5.21493575760899,5.26269018890489,5.84643877505772,4.4188406077966,6.39692965521615,6.47697236288968,5.99645208861902,7.42714413340862,5.08759633523238,5.45958551414416,5.18738580584075,5.11799381241676,7.01391547481053,7.13409372119287,5.33271879326537,5.63121178182137,5.97380961186926,6.34388043412633,5.23644196282995,5.15905529921453,0,4.40671924726425,3.36729582998647,6.36647044773144,0,5.91889385427315,6.88653164253051,7.3125534981026,6.26339826259162,6.42486902390539,6.01859321449623,7.0335064842877,5.02388052084628,6.97914527506881,5.78074351579233,5.65248918026865,0.693147180559945
"Series3_A549_Mock_1",5.50533153593236,6.91968384984741,6.2363695902037,6.91572344863131,8.00770001288403,5.55295958492162,5.16478597392351,7.9483852851119,5.52146091786225,6.0282785202307,5.83773044716594,9.87034433394287,5.88610403145016,8.2550489027523,4.38202663467388,6.85540879860993,7.64921631982063,5.91350300563827,1.79175946922805,4.40671924726425,5.53338948872752,5.4553211153577,5.84354441703136,5.35185813347607,5.78074351579233,5.37527840768417,6.97634807044775,5.9427993751267,5.99645208861902,6.07073772800249,6.42486902390539,4.14313472639153,7.82164312623998,6.63594655568665,3.40119738166216,5.65248918026865,8.50552538654856,5.75574221358691,5.78996017089725,5.56068163101553,5.87493073085203,6.63068338564237,5.75890177387728,8.06808962627824,4.56434819146784,6.05443934626937,6.07534603108868,7.58222919427646,6.28599809450886,6.13988455222626,7.08170858610557,5.53733426701854,6.78671695060508,8.53050420547591,5.07517381523383,6.35088571671474,5.48479693349065,7.38523092306657,5.70044357339069,6.66568371778241,5.91079664404053,6.71417052990947,6.42162226780652,6.10479323241498,8.18311807939475,5.605802066296,4.55387689160054,5.90808293816893,5.57215403217776,6.84481547920826,7.27517231945277,5.8406416573734,6.31173480915291,6.13339804299665,6.07764224334903,5.82600010738045,5.44673737166631,0,4.53259949315326,3.66356164612965,6.25190388316589,0,5.68357976733868,6.33150184989369,7.24422751560335,5.74620319054015,6.55677835615804,6.04500531403601,7.01391547481053,5.68017260901707,6.8330317327862,6.32256523992728,5.18178355029209,1.09861228866811
"Series3_A549_Mock_2",5.18178355029209,6.56244409369372,5.94542060860658,6.70686233660275,7.8815599170569,5.66988092298052,4.91998092582813,8.14293601043227,5.605802066296,6.10702288774225,5.71373280550937,9.86422683858282,5.70044357339069,8.28147085789517,4.54329478227,6.68461172766793,7.454719949364,6.0330862217988,2.07944154167984,4.02535169073515,5.33753807970132,5.50125821054473,5.75890177387728,5.36129216570943,5.66988092298052,5.40717177146012,7.0335064842877,5.61677109766657,6.05208916892442,5.92157841964382,6.22851100359118,4.12713438504509,7.61283103040736,6.73933662735717,2.56494935746154,5.54126354515843,8.2451219664786,5.79909265446053,5.74620319054015,5.57215403217776,6.06378520868761,6.6052979209482,5.76832099579377,7.80016307039296,4.70048036579242,6.0088131854426,6.13772705408623,7.12608727329912,6.0730445341004,6.05443934626937,7.12608727329912,5.27811465923052,6.73221070646721,8.38389034410182,4.56434819146784,6.4425401664682,5.4249500174814,7.00124562206948,5.71042701737487,6.25575004175337,5.70044357339069,6.72623340235875,6.46925031679577,5.80211837537706,8.11731246160197,5.68697535633982,4.78749174278205,5.68697535633982,5.47646355193151,7.03790596344718,7.09837563859079,5.81413053182507,6.31716468674728,6.27287700654617,6.21460809842219,5.93224518744801,5.48479693349065,0.693147180559945,4.78749174278205,3.71357206670431,6.4150969591716,0,5.44241771052179,6.46769872610435,7.30720231476474,6.19847871649231,6.61069604471776,6.34738920965601,6.86171134048073,5.71373280550937,6.89162589705225,6.03787091992214,5.05624580534831,0
"Series3_A549_RSV_1",4.29045944114839,5.41164605185504,5.03695260241363,5.73657229747919,6.91473089271856,3.52636052461616,4.02535169073515,6.73578001424233,4.56434819146784,4.77068462446567,4.68213122712422,8.57734711423598,4.00733318523247,6.76503897678054,2.83321334405622,5.60947179518496,6.6682282484174,4.47733681447821,3.61091791264422,3.46573590279973,4.40671924726425,4.34380542185368,4.85203026391962,4.04305126783455,4.17438726989564,4.0943445622221,5.98645200528444,4.81218435537242,4.81218435537242,5.07517381523383,5.02388052084628,2.77258872223978,6.4707995037826,5.68697535633982,2.07944154167984,4.18965474202643,7.19967834569117,4.84418708645859,4.68213122712422,4.43081679884331,4.86753445045558,5.21493575760899,4.46590811865458,6.67959918584438,2.30258509299405,4.8283137373023,4.77912349311153,6.75227037614174,4.47733681447821,4.55387689160054,5.62401750618734,4.20469261939097,5.56452040732269,7.646353722446,3.29583686600433,5.10594547390058,4.35670882668959,5.9295891433899,4.69134788222914,5.11799381241676,4.98360662170834,5.82600010738045,4.93447393313069,5.10594547390058,7.03085747611612,4.60517018598809,3.40119738166216,4.38202663467388,4.33073334028633,5.07517381523383,6.02586597382531,4.52178857704904,4.54329478227,5.00394630594546,4.97673374242057,4.59511985013459,4.66343909411207,0,3.58351893845611,2.94443897916644,5.28320372873799,0.693147180559945,4.35670882668959,5.17614973257383,6.01126717440416,4.98360662170834,5.10594547390058,5.01727983681492,5.87211778947542,4.95582705760126,5.16478597392351,4.91998092582813,4.04305126783455,1.38629436111989
"Series3_A549_RSV_2",3.68887945411394,4.9272536851572,4.43081679884331,5.26785815906333,6.34738920965601,3.3322045101752,3.40119738166216,6.24222326545517,3.80666248977032,4.21950770517611,4.21950770517611,8.51499076786104,3.09104245335832,6.45047042214418,2.94443897916644,5.18178355029209,6.4377516497364,3.73766961828337,3.04452243772342,3.40119738166216,3.95124371858143,4.02535169073515,4.07753744390572,3.49650756146648,3.40119738166216,3.61091791264422,5.27811465923052,3.97029191355212,4.15888308335967,4.15888308335967,4.33073334028633,2.484906649788,6.23441072571837,5.29330482472449,1.09861228866811,3.46573590279973,6.84374994900622,3.8286413964891,4.11087386417331,3.66356164612965,3.52636052461616,4.88280192258637,4.35670882668959,6.40191719672719,1.6094379124341,4.60517018598809,4.4188406077966,5.79301360838414,3.87120101090789,4.15888308335967,5.11198778835654,3.8286413964891,5.22035582507832,7.21890970761906,3.09104245335832,4.39444915467244,3.97029191355212,5.45958551414416,4.65396035015752,4.76217393479776,4.54329478227,5.06890420222023,4.60517018598809,4.36944785246702,6.64248680136726,3.63758615972639,2.77258872223978,3.89182029811063,3.58351893845611,4.4188406077966,5.7037824746562,4.07753744390572,4.04305126783455,4.27666611901606,4.11087386417331,3.40119738166216,3.98898404656427,0,3.36729582998647,2.30258509299405,4.36944785246702,0,3.68887945411394,4.47733681447821,5.39816270151775,4.64439089914137,4.60517018598809,4.02535169073515,5.35185813347607,3.97029191355212,5.14749447681345,4.34380542185368,3.13549421592915,0
"Series4_A549_Mock_1",4.20469261939097,1.6094379124341,4.61512051684126,5.02388052084628,6.85856503479136,1.09861228866811,3.43398720448515,6.30078579466324,4.72738781871234,5.45958551414416,3.68887945411394,8.44268513924118,3.73766961828337,7.5973963202128,2.89037175789616,5.05624580534831,5.96614673912369,4.98360662170834,0,2.30258509299405,4.24849524204936,4.26267987704132,4.48863636973214,4.79579054559674,4.29045944114839,3.8286413964891,5.64544689764324,5.18178355029209,5.605802066296,4.9272536851572,4.06044301054642,2.19722457733622,6.04263283368238,4.93447393313069,0.693147180559945,3.58351893845611,6.40357419793482,4.47733681447821,4.12713438504509,4.74493212836325,3.95124371858143,4.98360662170834,5.33271879326537,5.71042701737487,0.693147180559945,4.38202663467388,4.69134788222914,4.48863636973214,4.94875989037817,4.30406509320417,5.78996017089725,5.01727983681492,5.11198778835654,6.30991827822652,4.14313472639153,5.18738580584075,3.17805383034795,3.66356164612965,4.02535169073515,4.68213122712422,3.04452243772342,5.10594547390058,5.16478597392351,4.74493212836325,6.18414889093748,4.23410650459726,4.48863636973214,4.35670882668959,4.04305126783455,5.81413053182507,5.77455154554441,4.18965474202643,4.68213122712422,4.87519732320115,5.36129216570943,4.24849524204936,4.15888308335967,0,2.70805020110221,1.79175946922805,5.37063802812766,0,4.62497281328427,5.72358510195238,6.30627528694802,5.2040066870768,5.11198778835654,4.89783979995091,5.79909265446053,4.0943445622221,5.79301360838414,4.4188406077966,4.47733681447821,0
"Series4_A549_Mock_2",4.89034912822175,2.63905732961526,5.08759633523238,5.68357976733868,7.72753511047545,1.6094379124341,4.31748811353631,6.98933526597456,5.50533153593236,6.13339804299665,4.34380542185368,8.96162256954254,4.34380542185368,8.37724123098879,3.43398720448515,5.66642668811243,6.64768837356333,5.68357976733868,0,2.77258872223978,4.98360662170834,4.96284463025991,5.36597601502185,5.32787616878958,4.89783979995091,4.23410650459726,6.33505425149806,5.85220247977447,6.34738920965601,6.03787091992214,4.64439089914137,2.56494935746154,6.51619307604296,5.55682806169954,1.6094379124341,3.58351893845611,7.05617528410041,5.19849703126583,5.06890420222023,5.38449506278909,4.64439089914137,5.50533153593236,6.04737217904628,6.2709884318583,0,5.12396397940326,5.22035582507832,5.05624580534831,5.58724865840025,5.40717177146012,6.65157187358973,5.5683445037611,5.73657229747919,6.94505106372583,4.59511985013459,5.84354441703136,3.91202300542815,4.43081679884331,4.12713438504509,5.18178355029209,3.46573590279973,5.80814248998044,5.82894561761021,5.79605775076537,7.10496544826984,4.71849887129509,5.24174701505964,4.98360662170834,4.81218435537242,6.62539236800796,6.3261494731551,5.26269018890489,5.42053499927229,5.88610403145016,6.0330862217988,4.70048036579242,4.80402104473326,0.693147180559945,3.80666248977032,2.94443897916644,6.20455776256869,0,5.45958551414416,6.38012253689976,6.96979066990159,6.00388706710654,5.78689738136671,5.86929691313377,6.46458830368996,5.01063529409626,6.29526600143965,5.13579843705026,5.19295685089021,0
"Series4_A549_IAV_1",5.29831736654804,2.07944154167984,4.88280192258637,4.99043258677874,8.1101268019411,1.6094379124341,3.52636052461616,7.20117088328168,5.37063802812766,6.18826412308259,3.97029191355212,8.49902922078857,3.68887945411394,8.70830929589169,2.89037175789616,5.12989871492307,5.89164421182577,5.90536184805457,0.693147180559945,3.25809653802148,5.34710753071747,4.48863636973214,5.59471137960184,5.31811999384422,5.47646355193151,4.06044301054642,6.59167373200866,6.34035930372775,6.62406522779989,6.23048144757848,5.01727983681492,2.70805020110221,5.98393628068719,5.35185813347607,1.09861228866811,3.80666248977032,6.59167373200866,5.42934562895444,5.54126354515843,5.31811999384422,4.9272536851572,5.88887795833288,6.30991827822652,5.76205138278018,0,4.84418708645859,4.85981240436167,4.0943445622221,5.82008293035236,5.27299955856375,6.95749737087695,6.00635315960173,5.25749537202778,7.04925484125584,3.98898404656427,6.00635315960173,2.99573227355399,3.91202300542815,3.49650756146648,4.52178857704904,2.77258872223978,6.01126717440416,5.73657229747919,5.8111409929767,7.57044325205737,5.03695260241363,5.4249500174814,5.11198778835654,4.64439089914137,6.77078942390898,6.14418563412565,5.08140436498446,5.4553211153577,5.97380961186926,6.10479323241498,4.74493212836325,4.58496747867057,0.693147180559945,3.97029191355212,2.77258872223978,6.49526555593701,0,5.73657229747919,6.49828214947643,6.73101810048208,6.21460809842219,6.0913098820777,6.5206211275587,6.53087762772588,4.98360662170834,5.93753620508243,5.18738580584075,5.39816270151775,0
"Series4_A549_IAV_2",3.76120011569356,1.09861228866811,3.58351893845611,4.66343909411207,6.23244801655052,1.09861228866811,2.07944154167984,5.55295958492162,3.25809653802148,4.52178857704904,2.89037175789616,7.51479976048867,2.30258509299405,6.65929391968364,1.38629436111989,4.18965474202643,4.81218435537242,4.31748811353631,1.09861228866811,2.07944154167984,3.71357206670431,3.36729582998647,3.2188758248682,4.00733318523247,3.93182563272433,2.56494935746154,4.90527477843843,4.74493212836325,5.02388052084628,4.29045944114839,2.89037175789616,1.38629436111989,5.24174701505964,3.98898404656427,0.693147180559945,2.77258872223978,5.6937321388027,3.93182563272433,3.80666248977032,3.89182029811063,3.09104245335832,4.43081679884331,4.70953020131233,4.39444915467244,0,3.46573590279973,3.49650756146648,2.99573227355399,4.27666611901606,3.13549421592915,5.14749447681345,3.97029191355212,4.18965474202643,5.44241771052179,2.94443897916644,4.35670882668959,2.07944154167984,2.70805020110221,2.07944154167984,3.25809653802148,1.09861228866811,4.15888308335967,4.04305126783455,3.76120011569356,5.70711026474888,3.09104245335832,3.36729582998647,3.13549421592915,3.49650756146648,5.03695260241363,4.68213122712422,3.46573590279973,3.89182029811063,4.29045944114839,4.60517018598809,2.484906649788,2.89037175789616,0,2.30258509299405,1.6094379124341,4.70048036579242,0,4.31748811353631,4.62497281328427,5.19849703126583,4.44265125649032,4.40671924726425,4.24849524204936,5.12989871492307,3.46573590279973,4.9416424226093,3.80666248977032,3.71357206670431,0
"Series5_A549_Mock_1",5.73979291217923,4.68213122712422,6.383506634884,6.58617165485467,8.43315919580623,2.94443897916644,5.06259503302697,7.90137735379262,6.3491389913798,6.87832646829133,5.22035582507832,10.1508553140745,5.5683445037611,8.90815361332152,4.14313472639153,6.86066367144829,7.60638738977265,6.04025471127741,2.30258509299405,4.18965474202643,5.87211778947542,5.86929691313377,5.83773044716594,5.95324333428778,5.4510384535657,5.5683445037611,7.19967834569117,6.27287700654617,6.7945865808765,6.78105762593618,5.64190707093811,3.52636052461616,7.72577144158795,6.45676965557216,0,5.10594547390058,8.29354951506035,5.97380961186926,5.84354441703136,6.01615715969835,5.48479693349065,6.3578422665081,6.4831073514572,7.37086016653672,2.30258509299405,5.94017125272043,5.96100533962327,6.20455776256869,6.90975328164481,5.89164421182577,7.1276936993474,6.58479139238572,6.84694313958538,7.98922140881528,5.7268477475872,6.49223983502047,4.79579054559674,5.27299955856375,4.89783979995091,6.15060276844628,4.61512051684126,6.69950034016168,6.71780469502369,6.15485809401642,7.63336964967958,5.55295958492162,5.71042701737487,5.57215403217776,5.26785815906333,7.29776828253138,7.33432935030054,5.46806014113513,6.05443934626937,5.95842469302978,6.66440902035041,5.26785815906333,5.56452040732269,0,4.59511985013459,3.89182029811063,6.49223983502047,0,6.24804287450843,7.11151211649616,7.67042852219069,6.35088571671474,6.71780469502369,6.18208490671663,7.34923082461333,5.28320372873799,7.05875815251866,6.08221891037645,5.88610403145016,0
"Series5_A549_Mock_2",5.79605775076537,4.56434819146784,6.34212141872115,6.54821910276237,8.4144957931779,3.04452243772342,5.06259503302697,7.87929148508227,6.27664348934164,6.82001636467413,5.11198778835654,10.040332200264,5.44241771052179,8.8688354928269,4.20469261939097,6.74170069465205,7.46622755621548,6.24610676548156,1.09861228866811,3.91202300542815,5.85507192220243,5.90536184805457,5.97126183979046,5.98141421125448,5.57215403217776,5.51342874616498,7.14519613499717,6.46769872610435,6.99668148817654,6.7990558620588,5.4380793089232,3.49650756146648,7.66246781520024,6.3297209055227,0,5.03043792139244,8.23827262463303,6.06610809010375,5.75574221358691,6.10924758276437,5.49306144334055,6.3261494731551,6.4393503711001,7.20489251020467,2.07944154167984,5.82304589548302,6.03787091992214,6.16120732169508,6.79682371827486,5.70044357339069,7.05531284333975,6.52941883826223,6.75693238924755,7.9536697786498,5.62762111369064,6.56526497003536,4.62497281328427,5.25227342804663,4.95582705760126,6.1527326947041,4.57471097850338,6.83195356556585,6.5694814204143,6.00388706710654,7.62851762657506,5.61677109766657,5.75890177387728,5.57215403217776,5.11799381241676,7.28207365809346,7.26122509197192,5.4510384535657,6.06610809010375,6.09807428216624,6.75110146893676,5.23110861685459,5.63478960316925,0,4.46590811865458,3.71357206670431,6.59714570188665,0,6.3026189757449,7.09257371597468,7.60339933974067,6.48920493132532,6.68461172766793,6.22059017009974,7.434847875212,5.06259503302697,7.0184017990692,6.05443934626937,6.06378520868761,0
"Series5_A549_Mock_3",5.57594910314632,4.61512051684126,6.10255859461357,6.48920493132532,8.48549610467298,2.56494935746154,5.00394630594546,7.81480342948936,6.27287700654617,6.78671695060508,5.18178355029209,9.89065557372075,5.41610040220442,8.95260537589235,4.07753744390572,6.69084227741856,7.65396918047877,6.07993319509559,2.07944154167984,3.98898404656427,5.70711026474888,5.83188247728352,5.8348107370626,5.91620206260743,5.59842195899838,5.39362754635236,7.01301578963963,6.49677499018586,6.90274273715859,6.70686233660275,5.50125821054473,3.68887945411394,7.52185925220163,6.29710931993394,0,4.98360662170834,8.1185050675871,5.98141421125448,5.85220247977447,6.07073772800249,5.33753807970132,6.15909538849193,6.37331978957701,7.28207365809346,1.6094379124341,5.74620319054015,5.91620206260743,6.0591231955818,6.62007320653036,5.84643877505772,7.11395610956603,6.4118182677099,6.64768837356333,7.83042561782033,5.56068163101553,6.50727771238501,4.74493212836325,5.18738580584075,5.16478597392351,6.15697898558556,4.46590811865458,6.69332366826995,6.58617165485467,6.23048144757848,7.72533003791713,5.56068163101553,5.63478960316925,5.57972982598622,5.14166355650266,7.21964204013074,7.2086003379602,5.44241771052179,5.80211837537706,6.11589212548303,6.69826805411541,5.19849703126583,5.63835466933375,0,4.36944785246702,3.76120011569356,6.49526555593701,0,6.27287700654617,7.06987412845857,7.53315880745556,6.2709884318583,6.67203294546107,6.33327962813969,7.32317071794347,5.40267738187228,7.11882624906208,5.91620206260743,5.8406416573734,0
"Series5_A549_SARS.CoV.2_1",5.93489419561959,3.2188758248682,6.50128967054039,6.00635315960173,8.5271435222694,2.56494935746154,5.37527840768417,8.16678428905615,6.63200177739563,6.79794041297493,5.19295685089021,10.301457978882,5.18738580584075,8.93313654381203,3.85014760171006,6.36302810354046,7.37713371283395,6.19031540585315,3.40119738166216,3.98898404656427,5.77765232322266,6.0330862217988,6.05443934626937,6.31716468674728,5.43372200355424,5.65948221575962,7.38585107812521,6.22059017009974,6.73933662735717,6.36818718635049,5.06890420222023,3.73766961828337,7.77611547709874,6.94312242281943,0,4.23410650459726,8.10591119798651,6.24222326545517,6.11589212548303,6.64898455002478,6.0088131854426,6.92067150424868,6.59167373200866,7.74932246466036,2.19722457733622,6.0913098820777,6.11589212548303,5.60947179518496,6.97914527506881,6.30078579466324,7.629489916394,6.73696695800186,6.5694814204143,7.9035962896143,5.55682806169954,6.49677499018586,4.61512051684126,4.57471097850338,5.29330482472449,6.10924758276437,4.11087386417331,7.01660968389422,6.67456139181443,5.9427993751267,7.83320394864106,6.17378610390194,6.17378610390194,5.66642668811243,5.8111409929767,7.35244110024358,7.45703208912238,6.10924758276437,6.40687998606931,6.24610676548156,6.9177056098353,4.79579054559674,5.99893656194668,0,4.7361984483945,3.61091791264422,6.83410873881384,0,6.86589107488344,7.47986413116503,7.96311205897929,6.36990098282823,6.96224346426621,6.44094654063292,7.02286808608264,5.15329159449778,6.96790920180188,5.97126183979046,6.22059017009974,0
"Series5_A549_SARS.CoV.2_2",6.16961073249146,2.99573227355399,6.46302945692067,6.23048144757848,8.65119947126397,2.56494935746154,5.50125821054473,8.39502555744203,6.7990558620588,7.10332206252611,5.55295958492162,10.3898872781403,4.91998092582813,9.01042494678118,4.40671924726425,6.3026189757449,7.57916796739608,6.48004456192665,4.34380542185368,3.98898404656427,5.72031177660741,6.26149168432104,6.18001665365257,6.48616078894409,5.52942908751142,5.48479693349065,7.45414107814668,6.68461172766793,7.06390396147207,6.52795791762255,5.25749537202778,4.18965474202643,7.91059061225648,7.31986492980897,0,4.51085950651685,8.23615566168312,6.56807791141198,6.24997524225948,6.75343791859778,6.29526600143965,7.14991683613211,6.83840520084734,7.68799716639302,1.94591014905531,5.99645208861902,6.16120732169508,5.8406416573734,6.98564181763921,6.32076829425058,7.6177595766085,6.81783057145415,6.72383244082121,8.23031079913502,5.50938833662798,6.8351845861473,4.91265488573605,4.78749174278205,5.39362754635236,6.33150184989369,4.39444915467244,7.39326309476384,6.89972310728487,6.14418563412565,8.00703401219341,6.62671774924902,6.42324696353352,5.95842469302978,5.66988092298052,7.45066079621154,7.49108759353488,6.26720054854136,6.45047042214418,6.59850902861452,7.32778053842163,5.06259503302697,6.49828214947643,0,4.55387689160054,4.15888308335967,6.99393297522319,0.693147180559945,6.88243747099785,7.650168700845,8.02812905943176,6.67456139181443,7.10414409298753,6.61069604471776,7.14913159855741,5.46383180502561,6.96790920180188,6.07534603108868,6.4085287910595,0
"Series5_A549_SARS.CoV.2_3",6.64898455002478,4.23410650459726,7.07326971745971,6.76272950693188,9.15387583499506,3.04452243772342,5.90536184805457,8.82438373025606,7.31455283232408,7.5251007461258,6.11368217983223,10.9151975491737,5.64897423816121,9.54445268330577,4.969813299576,7.05185562295589,8.20193435119422,6.83733281468559,4.46590811865458,4.20469261939097,6.37331978957701,6.59030104819669,6.74170069465205,7.03174125876313,6.14203740558736,6.14418563412565,8.02158453345511,7.12205988162914,7.43366654016617,7.01211529430638,6.04263283368238,4.21950770517611,8.37101068123816,7.78447323573647,0,5.32787616878958,8.87192625111763,7.05531284333975,6.84481547920826,7.20563517641036,6.89568269774787,7.64778604544093,7.30921236569276,8.42989086301344,2.30258509299405,6.80239476332431,6.75460409948796,6.43133108193348,7.57814547241947,6.87729607149743,8.2829886927426,7.06390396147207,7.28756064030972,8.72988228482659,6.01859321449623,7.36770857237437,5.23110861685459,5.43372200355424,5.93224518744801,6.73696695800186,5.04985600724954,7.82043951526218,7.42535788702715,6.42162226780652,8.50086053679534,7.00306545878646,6.66057514983969,6.5410299991899,6.30627528694802,7.91571319938212,8.06620756800626,6.72623340235875,6.89264164117209,7.01211529430638,7.71333788887187,5.72358510195238,6.80903930604298,0,5.41164605185504,4.18965474202643,7.54644627374602,0,7.37400185935016,8.13681086367554,8.41383067842108,7.22402480828583,7.62119516280984,7.27239839257005,7.78405700263993,6.18208490671663,7.58426481838906,6.5510803350434,6.90875477931522,0.693147180559945
"Series6_A549.ACE2_Mock_1",5.18738580584075,4.74493212836325,5.2040066870768,6.10255859461357,8.15478757276852,4.77068462446567,5.98393628068719,7.32712329225929,6.42648845745769,6.78897174299217,5.75257263882563,10.5740311868862,5.50533153593236,8.86545282575362,3.76120011569356,6.02344759296103,6.91174730025167,6.48463523563525,0.693147180559945,4.31748811353631,4.64439089914137,6.0088131854426,5.31811999384422,6.13988455222626,5.57594910314632,3.93182563272433,7.08086789669078,6.61606518513282,7.350516171834,6.53087762772588,4.90527477843843,3.98898404656427,7.14834574390007,5.88610403145016,0,4.68213122712422,7.9820748750812,6.29710931993394,6.03548143252476,5.97126183979046,5.37989735354046,6.19236248947487,6.88755257166462,6.92362862813843,1.94591014905531,6.26149168432104,6.21260609575152,5.8406416573734,6.97541392745595,5.74620319054015,7.13329595489607,5.03043792139244,6.34738920965601,7.26961674960817,5.87211778947542,6.56103066589657,5.15329159449778,5.36597601502185,4.52178857704904,5.89715386763674,4.35670882668959,6.67834211465433,6.30991827822652,5.84354441703136,7.71646080017636,5.4510384535657,5.66296048013595,5.09375020080676,5.52146091786225,7.82883452758809,6.8627579130514,6.3818160174061,6.26720054854136,5.6970934865054,7.04141166379481,5.95324333428778,6.12249280951439,0,4.45434729625351,4.14313472639153,6.59850902861452,0,5.64190707093811,6.41673228251233,7.84541603659248,7.28550654852279,6.4831073514572,6.00388706710654,7.29437729928882,5.99645208861902,7.3125534981026,5.54126354515843,6.04263283368238,0
